time,Temperature - average,MFR - continuous gas,MFR - continuous oil,MFR - bubbles,MFR - droplets,MFR - total gas,MFR - total liquid,MFR - total,Pressure
[s],[C],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[Bar]
0,0,0,45.99999999999999,0,0,0,45.99999999999999,45.99999999999999,149.53141026096557
10.598572005253558,0,0,46,0,0,0,46,46,144.60585935923615
20.980225939232277,0,0,46,0,0,0,46,46,145.09382833340112
31.94214748779222,0,0,46,0,0,0,46,46,145.36040629667505
42.88785180420189,0,0,46,0,0,0,46,46,145.4299604979848
53.82730324472486,0,0,46,0,0,0,46,46,145.42958313792806
64.76609796397096,0,0,46,0,0,0,46,46,145.40935537050973
75.70656611117955,0,0,46,0,0,0,46,46,145.38287744409914
86.64902670145686,0,0,46,0,0,0,46,46,145.35722305610759
97.59344744122424,0,0,46,0,0,0,46,46,145.3346500207423
108.53959063357541,0,0,46,0,0,0,46,46,145.31553191028863
119.48717915888729,0,0,46,0,0,0,46,46,145.29955610190504
130.4359566528474,0,0,46,0,0,0,46,46,145.28622358723436
141.38570637673587,0,0,46,0,0,0,46,46,145.275038768741
152.33625218436552,0,0,46,0,0,0,46,46,145.26557149509992
163.2874535935206,0,0,46,0,0,0,46,46,145.25746955356482
174.23919958389638,0,0,46,0,0,0,46,46,145.25045952549067
185.19140277134795,0,0,46,0,0,0,46,46,145.24431522290524
196.1439931134022,0,0,46,0,0,0,46,46,145.23885603211747
207.0969167335233,0,0,46,0,0,0,46,46,145.23394911112138
218.05013081435462,0,0,46,0,0,0,46,46,145.22863296147506
229.00356698118398,0,0,46,0,0,0,46,46,145.22407765746587
239.95725928709382,0,0,46,0,0,0,46,46,145.22004402155437
250.91117568124187,0,0,46,0,0,0,46,46,145.21640753834012
261.86528962485,0,0,46,0,0,0,46,46,145.21308718635976
272.8195797140762,0,0,46,0,0,0,46,46,145.21001677425465
283.77402933523143,0,0,46,0,0,0,46,46,145.20716313216752
294.7286239809185,0,0,46,0,0,0,46,46,145.2044948985212
305.68335142351737,0,0,46,0,0,0,46,46,145.20199011196584
316.6382008752437,0,0,46,0,0,0,46,46,145.19962634542017
327.59316320499903,0,0,46,0,0,0,46,46,145.19739157687562
338.5482301029666,0,0,46,0,0,0,46,46,145.195273539033
349.50339412194614,0,0,46,0,0,0,46,46,145.19326510509651
360.4586481396376,0,0,46,0,0,0,46,46,145.19135363816534
371.41398604890406,0,0,46,0,0,0,46,46,145.18953462035373
382.3694019495972,0,0,46,0,0,0,46,46,145.18780134245822
393.32489044085946,0,0,46,0,0,0,46,46,145.18615145451216
404.28044611952305,0,0,46,0,0,0,46,46,145.18457681208278
415.23606421951735,0,0,46,0,0,0,46,46,145.18190235368363
426.1917232504578,0,0,46,0,0,0,46,46,145.17978461784764
437.1474728525143,0,0,46,0,0,0,46,46,145.17801551685943
448.1032999570484,0,0,46,0,0,0,46,46,145.1764868593183
459.05919158461364,0,0,46,0,0,0,46,46,145.17513295090868
470.01513755338516,0,0,46,0,0,0,46,46,145.17391323104104
480.9711295794018,0,0,46,0,0,0,46,46,145.1728001348193
491.9271608618422,0,0,46,0,0,0,46,46,145.17177549618754
502.8832255870442,0,0,46,0,0,0,46,46,145.17082486030583
513.8393188682678,0,0,46,0,0,0,46,46,145.16993965491278
524.795436387402,0,0,46,0,0,0,46,46,145.1691117077826
535.7515744210009,0,0,46,0,0,0,46,46,145.16833534416202
546.7077296213902,0,0,46,0,0,0,46,46,145.1676071838521
557.6638988386526,0,0,46,0,0,0,46,46,145.16692310100257
568.6200793047615,0,0,46,0,0,0,46,46,145.16627886108876
579.5762685913386,0,0,46,0,0,0,46,46,145.16567281444017
590.5324644105174,0,0,46,0,0,0,46,46,145.16510209426497
601.4886647317247,0,0,46,0,0,0,46,46,145.16456445717068
612.4448677177375,0,0,46,0,0,0,46,46,145.1640580772959
623.4010717325706,0,0,46,0,0,0,46,46,145.16358190565228
634.3572751833913,0,0,46,0,0,0,46,46,145.16313320170246
645.3134767541445,0,0,46,0,0,0,46,46,145.16271096597043
656.2696752474191,0,0,46,0,0,0,46,46,145.16231381989923
667.2258695714667,0,0,46,0,0,0,46,46,145.16194086545465
678.182058727259,0,0,46,0,0,0,46,46,145.16159050824174
689.1382418909953,0,0,46,0,0,0,46,46,145.16126170760577
700.0944183081897,0,0,46,0,0,0,46,46,145.16095320670235
711.05058740668,0,0,46,0,0,0,46,46,145.1606639647864
722.0067486195337,0,0,46,0,0,0,46,46,145.16039322754847
732.9629015146973,0,0,46,0,0,0,46,46,145.1601400336449
743.9190457093652,0,0,46,0,0,0,46,46,145.15990304422198
754.8751809538154,0,0,46,0,0,0,46,46,145.1596818254505
765.8313070001211,0,0,46,0,0,0,46,46,145.15947520830917
776.7874237105004,0,0,46,0,0,0,46,46,145.15928236728158
787.743531000621,0,0,46,0,0,0,46,46,145.15903230695548
798.6996506273787,0,0,46,0,0,0,46,46,145.1589013909009
809.65574061192,0,0,46,0,0,0,46,46,145.1587614881153
820.6118212898996,0,0,46,0,0,0,46,46,145.15856649990985
831.5679102377056,0,0,46,0,0,0,46,46,145.15846695315878
842.5239733334804,0,0,46,0,0,0,46,46,145.15830498809245
853.4800429752489,0,0,46,0,0,0,46,46,145.15822420955956
864.4360891550976,0,0,46,0,0,0,46,46,145.1580865202244
875.3921402479509,0,0,46,0,0,0,46,46,145.15801940268318
886.3481700914177,0,0,46,0,0,0,46,46,145.1579020636092
